,FECHA_ADMINISTRACION,GRUPO_ETARIO,GENERO,VACUNA,TIPO_EFECTOR,DOSIS_1,DOSIS_2,ID_CARGA,DOSIS_3
27599,11AUG2022:00:00:00,30 o menos,M,Moderna,Público,81,27,,718.0
27600,11AUG2022:00:00:00,30 o menos,M,Sinopharm,Público,6,20,,2.0
27601,11AUG2022:00:00:00,30 o menos,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,,1.0
27604,11AUG2022:00:00:00,31 a 40,M,Moderna,Público,6,8,,97.0
27605,11AUG2022:00:00:00,31 a 40,M,Sputnik,Público,0,0,,1.0
27607,11AUG2022:00:00:00,41 a 50,M,Moderna,Público,1,6,,39.0
27608,11AUG2022:00:00:00,41 a 50,M,Sinopharm,Público,0,1,,0.0
27611,11AUG2022:00:00:00,51 a 60,M,Moderna,Público,3,4,,25.0
27612,11AUG2022:00:00:00,51 a 60,M,Sputnik,Público,0,0,,1.0
27614,11AUG2022:00:00:00,61 a 70,M,Moderna,Público,0,1,,18.0
27615,11AUG2022:00:00:00,61 a 70,M,Sputnik,Público,0,0,,1.0
27617,11AUG2022:00:00:00,71 a 80,M,Moderna,Público,0,1,,8.0
27619,11AUG2022:00:00:00,81 a 90,M,Moderna,Público,0,0,,1.0
27625,18SEP2022:00:00:00,30 o menos,M,Moderna,Público,11,12,,113.0
27626,18SEP2022:00:00:00,30 o menos,M,Sinopharm,Público,0,9,,0.0
27627,18SEP2022:00:00:00,30 o menos,M,Sputnik,Público,0,0,,0.0
27629,18SEP2022:00:00:00,31 a 40,M,Moderna,Público,3,3,,22.0
27630,18SEP2022:00:00:00,31 a 40,M,Sputnik,Público,0,0,,0.0
27633,18SEP2022:00:00:00,41 a 50,M,Moderna,Público,1,3,,10.0
27634,18SEP2022:00:00:00,41 a 50,M,Sputnik,Público,0,1,,1.0
27637,18SEP2022:00:00:00,51 a 60,M,Moderna,Público,0,0,,7.0
27639,18SEP2022:00:00:00,61 a 70,M,Moderna,Público,2,0,,2.0
27640,18SEP2022:00:00:00,61 a 70,M,Sputnik,Público,0,0,,0.0
27649,10JUN2022:00:00:00,30 o menos,M,AstraZeneca,Público,0,1,,0.0
27650,10JUN2022:00:00:00,30 o menos,M,Moderna,Público,14,28,,283.0
27651,10JUN2022:00:00:00,30 o menos,M,Sinopharm,Público,16,33,,30.0
27652,10JUN2022:00:00:00,30 o menos,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,4,3,,20.0
27653,10JUN2022:00:00:00,30 o menos,M,"vacuna Coronavirus (PFIZER) pediátrica, vial x 10 dosis (0.2ml)",Público,4,3,,214.0
27658,10JUN2022:00:00:00,31 a 40,M,AstraZeneca,Público,1,0,,1.0
27659,10JUN2022:00:00:00,31 a 40,M,Moderna,Público,7,27,,118.0
27660,10JUN2022:00:00:00,31 a 40,M,Sputnik,Público,0,0,,1.0
27661,10JUN2022:00:00:00,31 a 40,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,1,0,,2.0
27666,10JUN2022:00:00:00,41 a 50,M,AstraZeneca,Público,0,0,,1.0
27667,10JUN2022:00:00:00,41 a 50,M,Moderna,Público,6,7,,77.0
27668,10JUN2022:00:00:00,41 a 50,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,1,,6.0
27673,10JUN2022:00:00:00,51 a 60,M,AstraZeneca,Público,0,0,,3.0
27674,10JUN2022:00:00:00,51 a 60,M,Moderna,Público,2,3,,43.0
27678,21APR2022:00:00:00,51 a 60,M,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público nacional,0,0,,0.0
27681,23JUL2022:00:00:00,51 a 60,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,,0.0
27687,16SEP2022:00:00:00,30 o menos,M,Moderna,Público,68,78,,223.0
27688,16SEP2022:00:00:00,30 o menos,M,Sinopharm,Público,5,8,,0.0
27689,16SEP2022:00:00:00,30 o menos,M,Sputnik,Público,0,0,,2.0
27690,16SEP2022:00:00:00,30 o menos,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,1,0,,8.0
27696,16SEP2022:00:00:00,31 a 40,M,Moderna,Público,2,12,,54.0
27697,16SEP2022:00:00:00,31 a 40,M,Sputnik,Público,0,0,,1.0
27698,16SEP2022:00:00:00,31 a 40,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,,3.0
27702,16SEP2022:00:00:00,41 a 50,M,Moderna,Público,0,0,,19.0
27703,16SEP2022:00:00:00,41 a 50,M,Sputnik,Público,0,0,,3.0
27704,16SEP2022:00:00:00,41 a 50,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,,3.0
27708,16SEP2022:00:00:00,51 a 60,M,Moderna,Público,0,2,,8.0
27709,16SEP2022:00:00:00,51 a 60,M,Sputnik,Público,0,0,,0.0
27710,16SEP2022:00:00:00,51 a 60,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,,1.0
27714,16SEP2022:00:00:00,61 a 70,M,Moderna,Público,0,1,,9.0
27715,16SEP2022:00:00:00,61 a 70,M,Sputnik,Público,0,0,,0.0
27716,16SEP2022:00:00:00,61 a 70,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,,0.0
27720,16SEP2022:00:00:00,71 a 80,M,Moderna,Público,0,0,,5.0
27721,16SEP2022:00:00:00,71 a 80,M,Sputnik,Público,0,0,,0.0
27722,16SEP2022:00:00:00,71 a 80,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,,0.0
27726,16SEP2022:00:00:00,81 a 90,M,Moderna,Público,0,0,,2.0
27727,16SEP2022:00:00:00,81 a 90,M,Sputnik,Público,0,0,,1.0
27729,16SEP2022:00:00:00,91 o mas,M,Moderna,Público,0,0,,0.0
27730,24SEP2022:00:00:00,30 o menos,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,1,1,,11.0
27734,24SEP2022:00:00:00,31 a 40,M,Moderna,Público,0,2,,13.0
27735,24SEP2022:00:00:00,31 a 40,M,Sputnik,Público,0,0,,1.0
27736,24SEP2022:00:00:00,31 a 40,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,,4.0
27740,24SEP2022:00:00:00,41 a 50,M,Moderna,Público,1,0,,3.0
27741,24SEP2022:00:00:00,41 a 50,M,Sputnik,Público,0,0,,0.0
27742,30NOV2022:00:00:00,30 o menos,M,AstraZeneca,Público,0,1,,0.0
27746,22DEC2022:00:00:00,30 o menos,M,AstraZeneca,Público,0,0,,3.0
27747,22DEC2022:00:00:00,30 o menos,M,Moderna,Público,98,64,,242.0
27748,22DEC2022:00:00:00,30 o menos,M,Sinopharm,Público,1,5,,0.0
27750,22DEC2022:00:00:00,31 a 40,M,Moderna,Público,8,12,,63.0
27752,22DEC2022:00:00:00,41 a 50,M,AstraZeneca,Público,0,0,,0.0
27753,22DEC2022:00:00:00,41 a 50,M,Moderna,Público,7,5,,36.0
27755,22DEC2022:00:00:00,51 a 60,M,Moderna,Público,1,6,,26.0
27757,22DEC2022:00:00:00,61 a 70,M,Moderna,Público,1,0,,12.0
27759,22DEC2022:00:00:00,71 a 80,M,Moderna,Público,3,0,,8.0
27762,22DEC2022:00:00:00,81 a 90,M,Moderna,Público,0,0,,2.0
27764,22DEC2022:00:00:00,91 o mas,M,Moderna,Público,0,0,,0.0
27768,07JAN2023:00:00:00,61 a 70,M,Moderna,Público,0,1,,4.0
27770,07JAN2023:00:00:00,71 a 80,M,Moderna,Público,0,1,,0.0
27772,07JAN2023:00:00:00,81 a 90,M,Moderna,Público,1,0,,1.0
27774,07JAN2023:00:00:00,91 o mas,M,Moderna,Público,0,0,,0.0
27776,07AUG2022:00:00:00,61 a 70,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,,0.0
27777,24AUG2022:00:00:00,51 a 60,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,,0.0
27778,31OCT2022:00:00:00,51 a 60,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,,1.0
27780,09JAN2023:00:00:00,31 a 40,M,Moderna,Privado,0,1,,0.0
27785,12JAN2023:00:00:00,30 o menos,M,Moderna,Público,65,60,,137.0
27786,12JAN2023:00:00:00,30 o menos,M,Sinopharm,Público,1,6,,1.0
27787,12JAN2023:00:00:00,30 o menos,M,"vacuna Coronavirus (PFIZER) pediátrica, vial x 10 dosis (0.2ml)",Público,0,1,,5.0
27789,12JAN2023:00:00:00,31 a 40,M,Moderna,Público,8,10,,32.0
27792,08SEP2022:00:00:00,31 a 40,M,AstraZeneca,Público,0,0,,1.0
27796,14MAY2022:00:00:00,51 a 60,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,2,2,,31.0
27800,14MAY2022:00:00:00,61 a 70,M,Moderna,Público,0,1,,10.0
27801,14MAY2022:00:00:00,61 a 70,M,Sputnik,Público,0,0,,3.0
27802,14MAY2022:00:00:00,61 a 70,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,,13.0
27806,14MAY2022:00:00:00,71 a 80,M,Moderna,Público,0,0,,3.0
27807,14MAY2022:00:00:00,71 a 80,M,Sputnik,Público,0,0,,2.0
27808,14MAY2022:00:00:00,71 a 80,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,2,,5.0
27812,14MAY2022:00:00:00,81 a 90,M,Moderna,Público,0,0,,1.0
27813,14MAY2022:00:00:00,81 a 90,M,Sputnik,Público,0,0,,0.0
27814,14MAY2022:00:00:00,81 a 90,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,,1.0
27818,14MAY2022:00:00:00,91 o mas,M,Moderna,Público,0,0,,0.0
27819,14MAY2022:00:00:00,91 o mas,M,Sputnik,Público,0,0,,0.0
27820,14MAY2022:00:00:00,91 o mas,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,,1.0
27822,08MAR2021:00:00:00,41 a 50,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,1,0,,0.0
27825,21JUL2021:00:00:00,61 a 70,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,1,,0.0
27826,07AUG2021:00:00:00,71 a 80,M,Sputnik,Público,0,1,,0.0
27827,11AUG2021:00:00:00,61 a 70,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,,1.0
27831,08DEC2021:00:00:00,61 a 70,M,Moderna,Privado,0,0,,1.0
27834,20DEC2021:00:00:00,31 a 40,M,Moderna,Público,1,0,,0.0
27841,22MAY2022:00:00:00,30 o menos,M,AstraZeneca,Público,1,2,,11.0
27842,22MAY2022:00:00:00,30 o menos,M,Moderna,Público,5,11,,38.0
27843,22MAY2022:00:00:00,30 o menos,M,Sinopharm,Público,51,76,,6.0
27844,22MAY2022:00:00:00,30 o menos,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,11,6,,328.0
27849,22MAY2022:00:00:00,31 a 40,M,AstraZeneca,Público,0,3,,17.0
27850,22MAY2022:00:00:00,31 a 40,M,Moderna,Público,5,4,,29.0
27851,22MAY2022:00:00:00,31 a 40,M,Sputnik,Público,0,0,,3.0
27852,22MAY2022:00:00:00,31 a 40,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,3,6,,42.0
27857,22MAY2022:00:00:00,41 a 50,M,AstraZeneca,Público,2,0,,10.0
27858,22MAY2022:00:00:00,41 a 50,M,Moderna,Público,2,3,,24.0
27859,22MAY2022:00:00:00,41 a 50,M,Sputnik,Público,0,0,,1.0
27860,22MAY2022:00:00:00,41 a 50,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,1,1,,35.0
27865,22MAY2022:00:00:00,51 a 60,M,AstraZeneca,Público,0,0,,12.0
27866,22MAY2022:00:00:00,51 a 60,M,Moderna,Público,1,1,,20.0
27867,22MAY2022:00:00:00,51 a 60,M,Sinopharm,Público,0,1,,0.0
27868,22MAY2022:00:00:00,51 a 60,M,Sputnik,Público,0,0,,1.0
27869,22MAY2022:00:00:00,51 a 60,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,1,2,,29.0
27874,22MAY2022:00:00:00,61 a 70,M,AstraZeneca,Público,0,0,,5.0
27875,22MAY2022:00:00:00,61 a 70,M,Moderna,Público,1,0,,12.0
27876,22MAY2022:00:00:00,61 a 70,M,Sputnik,Público,0,0,,1.0
27877,22MAY2022:00:00:00,61 a 70,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,1,0,,12.0
27882,22MAY2022:00:00:00,71 a 80,M,AstraZeneca,Público,0,0,,1.0
27883,22MAY2022:00:00:00,71 a 80,M,Moderna,Público,0,0,,6.0
27884,22MAY2022:00:00:00,71 a 80,M,Sputnik,Público,0,0,,0.0
27885,22MAY2022:00:00:00,71 a 80,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,,3.0
27890,22MAY2022:00:00:00,81 a 90,M,AstraZeneca,Público,0,0,,1.0
27891,22MAY2022:00:00:00,81 a 90,M,Moderna,Público,0,0,,2.0
27892,22MAY2022:00:00:00,81 a 90,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,,1.0
27896,22MAY2022:00:00:00,91 o mas,M,AstraZeneca,Público,0,0,,0.0
27897,22MAY2022:00:00:00,91 o mas,M,Moderna,Público,0,0,,1.0
27898,22MAY2022:00:00:00,91 o mas,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,,0.0
27899,14JAN2022:00:00:00,51 a 60,M,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,0,0,,2.0
27900,11JUL2022:00:00:00,30 o menos,M,AstraZeneca,Público,0,0,,0.0
27901,09JAN2022:00:00:00,71 a 80,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Privado,0,0,,2.0
27902,09JAN2022:00:00:00,71 a 80,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,,294.0
27908,09JAN2022:00:00:00,81 a 90,M,AstraZeneca,Privado,0,0,,1.0
27909,09JAN2022:00:00:00,81 a 90,M,AstraZeneca,Público,1,1,,136.0
27910,09JAN2022:00:00:00,81 a 90,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,,37.0
27915,09JAN2022:00:00:00,91 o mas,M,AstraZeneca,Público,0,0,,19.0
27916,09JAN2022:00:00:00,91 o mas,M,Sinopharm,Público,0,1,,0.0
27917,09JAN2022:00:00:00,91 o mas,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,1,,6.0
27918,16JAN2022:00:00:00,61 a 70,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,2,1,,1028.0
27924,16JAN2022:00:00:00,71 a 80,M,AstraZeneca,Público,0,0,,14.0
27925,16JAN2022:00:00:00,71 a 80,M,Moderna,Público,0,0,,401.0
27926,16JAN2022:00:00:00,71 a 80,M,Sinopharm,Público,1,0,,0.0
27927,16JAN2022:00:00:00,71 a 80,M,Sputnik,Público,0,2,,0.0
27928,16JAN2022:00:00:00,71 a 80,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,1,,821.0
27929,04JUN2021:00:00:00,41 a 50,M,AstraZeneca,Público nacional,1,0,,0.0
27931,07JUN2021:00:00:00,30 o menos,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,2,0,,0.0
27933,30JUN2021:00:00:00,30 o menos,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,1,,0.0
27935,29JUL2021:00:00:00,41 a 50,M,AstraZeneca,Público nacional,0,1,,0.0
27937,30AUG2021:00:00:00,30 o menos,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,1,,0.0
27938,30AUG2021:00:00:00,41 a 50,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,1,,0.0
27941,05SEP2021:00:00:00,30 o menos,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,1,0,,0.0
27943,13SEP2021:00:00:00,31 a 40,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,1,0,,0.0
27946,25SEP2021:00:00:00,51 a 60,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,,1.0
27948,12OCT2021:00:00:00,31 a 40,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,1,,0.0
27950,07NOV2021:00:00:00,51 a 60,M,AstraZeneca,Público nacional,0,0,,1.0
27952,17NOV2021:00:00:00,61 a 70,M,AstraZeneca,Privado,0,0,,1.0
27953,18NOV2021:00:00:00,71 a 80,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,,3.0
27958,13DEC2021:00:00:00,41 a 50,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público nacional,0,0,,1.0
27960,15DEC2021:00:00:00,41 a 50,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público nacional,0,0,,1.0
27961,22DEC2021:00:00:00,41 a 50,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público nacional,0,0,,1.0
27969,24JAN2022:00:00:00,30 o menos,M,AstraZeneca,Público,114,91,,34.0
27970,27OCT2022:00:00:00,31 a 40,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,,0.0
27972,27OCT2022:00:00:00,41 a 50,M,Moderna,Público,3,3,,6.0
27974,27OCT2022:00:00:00,51 a 60,M,Moderna,Público,1,1,,4.0
27976,27OCT2022:00:00:00,61 a 70,M,Moderna,Público,2,0,,1.0
27978,27OCT2022:00:00:00,71 a 80,M,Moderna,Público,0,0,,0.0
27980,27OCT2022:00:00:00,81 a 90,M,Moderna,Público,0,0,,1.0
27982,27OCT2022:00:00:00,91 o mas,M,Moderna,Público,0,0,,1.0
27987,28OCT2022:00:00:00,30 o menos,M,Moderna,Público,50,40,,41.0
27988,28OCT2022:00:00:00,30 o menos,M,Sinopharm,Público,0,4,,0.0
27989,28OCT2022:00:00:00,30 o menos,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,1,3,,2.0
27990,28OCT2022:00:00:00,30 o menos,M,"vacuna Coronavirus (PFIZER) pediátrica, vial x 10 dosis (0.2ml)",Público,0,0,,1.0
27994,28OCT2022:00:00:00,31 a 40,M,Moderna,Público,2,2,,24.0
27995,10JUN2022:00:00:00,51 a 60,M,Sinopharm,Público,1,0,,0.0
27996,10JUN2022:00:00:00,51 a 60,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,2,,6.0
28001,10JUN2022:00:00:00,61 a 70,M,AstraZeneca,Público,0,0,,0.0
28002,10JUN2022:00:00:00,61 a 70,M,Moderna,Público,0,1,,27.0
28003,10JUN2022:00:00:00,61 a 70,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,,2.0
28007,10JUN2022:00:00:00,71 a 80,M,AstraZeneca,Público,0,0,,2.0
28008,10JUN2022:00:00:00,71 a 80,M,Moderna,Público,1,0,,14.0
28009,10JUN2022:00:00:00,71 a 80,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,,0.0
28013,10JUN2022:00:00:00,81 a 90,M,AstraZeneca,Público,0,0,,0.0
28014,10JUN2022:00:00:00,81 a 90,M,Moderna,Público,0,0,,3.0
28015,10JUN2022:00:00:00,81 a 90,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,,0.0
28019,10JUN2022:00:00:00,91 o mas,M,Moderna,Público,0,0,,2.0
28028,16AUG2021:00:00:00,30 o menos,M,Moderna,Público,1,0,,0.0
28033,01JUL2022:00:00:00,41 a 50,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,,0.0
28038,08AUG2022:00:00:00,30 o menos,M,Moderna,Público,42,32,,542.0
28039,08AUG2022:00:00:00,30 o menos,M,Sinopharm,Público,15,43,,2.0
28040,08AUG2022:00:00:00,30 o menos,M,Sputnik,Público,0,0,,1.0
28045,08AUG2022:00:00:00,31 a 40,M,Moderna,Público,7,21,,153.0
28046,08AUG2022:00:00:00,31 a 40,M,Sputnik,Público,0,0,,2.0
28047,08AUG2022:00:00:00,31 a 40,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,,0.0
28050,08AUG2022:00:00:00,41 a 50,M,Moderna,Público,4,5,,77.0
28052,08AUG2022:00:00:00,51 a 60,M,Moderna,Público,2,2,,37.0
28054,08AUG2022:00:00:00,61 a 70,M,Moderna,Público,1,0,,13.0
28056,08AUG2022:00:00:00,71 a 80,M,Moderna,Público,0,0,,5.0
28058,08AUG2022:00:00:00,81 a 90,M,Moderna,Público,0,0,,0.0
28060,06AUG2021:00:00:00,30 o menos,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,1,0,,0.0
28063,15OCT2021:00:00:00,31 a 40,M,Sinopharm,Privado,0,1,,0.0
28064,16OCT2021:00:00:00,61 a 70,M,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,1,0,,0.0
28065,30OCT2021:00:00:00,51 a 60,M,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,1,0,,0.0
28070,02JAN2022:00:00:00,30 o menos,M,AstraZeneca,Público,57,49,,110.0
28071,02JAN2022:00:00:00,30 o menos,M,Sinopharm,Público,579,587,,0.0
28072,02JAN2022:00:00:00,30 o menos,M,Sputnik,Público,7,143,,0.0
28073,02JAN2022:00:00:00,30 o menos,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,74,218,,47.0
28080,02JAN2022:00:00:00,31 a 40,M,AstraZeneca,Privado,0,0,,1.0
28081,02JAN2022:00:00:00,31 a 40,M,AstraZeneca,Público,36,38,,710.0
28082,02JAN2022:00:00:00,31 a 40,M,Sinopharm,Público,29,52,,0.0
28083,02JAN2022:00:00:00,31 a 40,M,Sputnik,Público,5,93,,3.0
28084,02JAN2022:00:00:00,31 a 40,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Privado,0,0,,1.0
28085,02JAN2022:00:00:00,31 a 40,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,1,0,,86.0
28092,02JAN2022:00:00:00,41 a 50,M,AstraZeneca,Público,19,23,,168.0
28093,02JAN2022:00:00:00,41 a 50,M,Sinopharm,Público,27,27,,0.0
28094,02JAN2022:00:00:00,41 a 50,M,Sputnik,Público,4,45,,0.0
28095,02JAN2022:00:00:00,41 a 50,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,4,,180.0
28102,02JAN2022:00:00:00,51 a 60,M,AstraZeneca,Público,8,13,,114.0
28103,02JAN2022:00:00:00,51 a 60,M,Sinopharm,Público,12,15,,1.0
28104,12JAN2023:00:00:00,41 a 50,M,Moderna,Público,4,3,,24.0
28107,12JAN2023:00:00:00,51 a 60,M,Moderna,Público,2,3,,16.0
28110,12JAN2023:00:00:00,61 a 70,M,Moderna,Público,0,3,,9.0
28112,12JAN2023:00:00:00,71 a 80,M,Moderna,Público,0,0,,6.0
28114,12JAN2023:00:00:00,81 a 90,M,Moderna,Público,1,0,,2.0
28117,03AUG2021:00:00:00,41 a 50,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,1,0,,0.0
28119,24AUG2021:00:00:00,41 a 50,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,1,,0.0
28121,08SEP2021:00:00:00,30 o menos,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,1,0,,0.0
28123,22SEP2021:00:00:00,41 a 50,M,Moderna,Público,0,1,,0.0
28132,28JAN2022:00:00:00,30 o menos,M,AstraZeneca,Público,37,72,,21.0
28133,28JAN2022:00:00:00,30 o menos,M,Moderna,Público,5,5,,2806.0
28134,28JAN2022:00:00:00,30 o menos,M,Sinopharm,Público,451,623,,1.0
28135,28JAN2022:00:00:00,30 o menos,M,Sputnik,Público,1,67,,0.0
28136,28JAN2022:00:00:00,30 o menos,M,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,9,0,,859.0
28137,28JAN2022:00:00:00,30 o menos,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Privado,0,0,,1.0
28138,28JAN2022:00:00:00,30 o menos,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,105,169,,3534.0
28146,28JAN2022:00:00:00,31 a 40,M,AstraZeneca,Público,13,41,,20.0
28147,28JAN2022:00:00:00,31 a 40,M,Moderna,Público,1,1,,2796.0
28148,28JAN2022:00:00:00,31 a 40,M,Sinopharm,Público,70,77,,1.0
28149,28JAN2022:00:00:00,31 a 40,M,Sputnik,Público,1,57,,1.0
28150,28JAN2022:00:00:00,31 a 40,M,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,6,0,,113.0
28151,28JAN2022:00:00:00,31 a 40,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Privado,0,0,,89.0
28152,28JAN2022:00:00:00,31 a 40,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,4,12,,3049.0
28160,28JAN2022:00:00:00,41 a 50,M,AstraZeneca,Público,15,21,,17.0
